metro	country	region	ismetro	location.code	gdpusc_2000	gdpusc_2001	gdpusc_2002	gdpusc_2003	gdpusc_2004	gdpusc_2005	gdpusc_2006	gdpusc_2007	gdpusc_2008	gdpusc_2009	gdpusc_2010	gdpusc_2011	gdpusc_2012	gdpusc_2013	gdpusc_2014	gdpusc_2015	gdpusc_2016	gdpusc_2017	gdpppp_2000	gdpppp_2001	gdpppp_2002	gdpppp_2003	gdpppp_2004	gdpppp_2005	gdpppp_2006	gdpppp_2007	gdpppp_2008	gdpppp_2009	gdpppp_2010	gdpppp_2011	gdpppp_2012	gdpppp_2013	gdpppp_2014	gdpppp_2015	gdpppp_2016	gdpppp_2017	poptot_2000	poptot_2001	poptot_2002	poptot_2003	poptot_2004	poptot_2005	poptot_2006	poptot_2007	poptot_2008	poptot_2009	poptot_2010	poptot_2011	poptot_2012	poptot_2013	poptot_2014	poptot_2015	poptot_2016	poptot_2017
West Yorkshire	United Kingdom	Western Europe	1	UKM05	61499.20719	62968.86168	64918.04178	68131.6364	70970.28697	73546.65171	75565.53599	76875.51465	76245.11653	72999.24899	72941.87816	73900.5926	74285.4993	75727.66943	76095.9743	77863.03613	78831.85331	79215.63186	46154.72264	48454.84154	50558.64105	54217.75102	58024.90649	61674.94202	65320.91604	68254.88159	68911.06761	66542.94612	67389.82881	69463.09485	70995.03358	73348.21437	74931.153	77860.7971	79906.97869	81631.1437	2050.006444	2060.22787	2070.701859	2080.616003	2097.067699	2119.392722	2132.007022	2146.630039	2162.29512	2174.899663	2189.519155	2203.120735	2215.529771	2226.468657	2236.865769	2252.796636	2268.662444	2280.574629
Wien-Bratislava	Austria	Western Europe	1	ATM01	152762.2157	154729.3391	158357.2894	159217.213	163565.6071	168468.2413	175820.6786	182961.584	185390.2479	181996.0007	184929.7869	187977.8772	188360.2777	189203.1347	190218.9349	193537.4382	196909.1128	202973.2834	114442.1847	118497.0928	123887.3759	127234.7619	134718.2825	144132.7669	154408.8585	165873.8996	172950.0628	170284.4136	176321.424	183152.4469	186876.0315	191724.9239	196457.8672	202368.8151	209160.3405	219658.1371	3452.577655	3468.369458	3491.738795	3514.783934	3541.529824	3572.047381	3595.503455	3613.11166	3632.052096	3650.505543	3669.677709	3693.616798	3724.93856	3761.760155	3803.061092	3857.78216	3904.423238	3932.445394
Wuhan, Hubei	China	Emerging Asia-Pacific	1	CNM08	21131.08616	23666.8165	26459.50085	29661.10045	33961.96002	38954.36814	44719.61463	51695.87451	59501.95156	67653.71893	77598.81561	87298.66756	97250.71566	109980.8343	120648.9753	131266.0851	142282.9012	154489.3304	46198.06614	51691.15923	57785.80508	63956.16119	72251.54632	82101.19513	94225.20754	108862.4992	125015.8255	147048.3231	167616.3404	192008.0231	226058.3591	254220.0934	285515.5403	312203.9701	343098.6825	380003.1924	8030.015782	8200.170151	8366.953572	8534.04738	8701.349587	8869.041701	9020.671844	9208.402077	9406.390104	9600.093794	9792.461147	9945.183004	10083.10331	10220	10338	10607.7	10673.66991	10707.27551
Wuhu, Anhui	China	Emerging Asia-Pacific	1	CNM83	4089.312989	4461.440471	4996.813328	5696.367194	6528.036804	7350.569441	8482.557135	9888.116852	11446.48407	13204.66402	15607.91287	18105.17893	20603.69363	23088.49908	25558.96848	28181.31864	30796.61794	33218.32638	7779.759942	8504.042219	9622.370832	11072.96341	12867.10791	14192.17798	16850.81825	19471.21046	23667.72738	28700.91596	33381.56229	47084.86947	52918.44685	58968.82014	65530.7448	71733.27339	78790.14721	86849.44597	2184.62229	2197.548914	2210.362303	2223.060497	2235.714984	2248.214277	2247.102725	2252.476227	2261.067305	2261.777427	2265.65357	2354.214264	2372.544044	2394.93964	2419.446682	2454.665169	2477.086157	2482.737828
Wuxi, Jiangsu	China	Emerging Asia-Pacific	1	CNM17	22343.61979	24913.13606	28102.01748	32429.72817	38072.50087	43821.4485	50526.13012	58256.62803	65480.44991	73076.18209	82722.23813	92318.01775	101642.1375	108381.0113	117268.2542	125594.3002	134873.5809	143195.9076	44374.02235	50364.57664	59066.85573	70616.76915	81132.62458	99342.50249	115945.8228	129049.2574	139533.0041	158834.2844	174446.2829	195376.4404	213731.9137	226664.5358	232714.7285	250900.7513	271506.7593	294296.0489	5073.547449	5211.725174	5320.534517	5429.443304	5540.280234	5663.71108	5813.78885	5965.920869	6102.466938	6236.409984	6377.02936	6424.556162	6465.5	6484.1	6500.1	6511	6525.204575	6544.684323
Xiamen, Fujian	China	Emerging Asia-Pacific	1	CNM30	7621.732713	8551.584104	9885.631224	11566.18853	13416.7787	15563.46329	18178.12512	21195.69389	23548.41591	25432.28919	29272.56485	33692.72215	37769.54153	40466.28679	44189.18518	47370.80651	51482.61649	55417.49302	19637.78225	21890.39104	25596.40611	29918.25606	33388.35526	35653.54995	41030.36312	46418.088	49253.46133	55278.19514	62032.27074	72101.96284	79556.5948	84770.08387	92860.64537	99229.24205	109209.5143	119847.9321	2053.193613	2196.245094	2339.097589	2481.321189	2626.223762	2773.921512	2922.888203	3073.878206	3226.897895	3381.95364	3534.771986	3599.286631	3665.340581	3730	3763.109261	3787.562305	3821.800941	3843.546619
Xian, Shaanxi	China	Emerging Asia-Pacific	1	CNM20	12340.25147	13956.82442	15813.08206	17947.84814	20370.80764	23222.72071	26264.89713	30125.837	34825.46758	39875.16038	45657.05863	51957.73272	58088.74518	64978.07036	71410.89933	77266.59307	83168.3054	89462.86752	24310.77734	25971.75226	28968.29766	34471.65589	39113.26847	44985.64299	50936.09008	58986.33075	69144.21547	86670.40865	97606.87029	109721.5881	123315.2921	137178.9798	155741.2907	166075.9308	178122.8172	194982.2047	7478.523474	7595.077746	7693.948988	7796.561119	7897.245967	7997.44505	8098.543337	8195.413813	8294.884356	8385.783505	8472.969648	8510.511927	8552.694899	8588.807367	8627.522854	8705.898383	8745.300862	8760.058409
Xiangfan, Hubei	China	Emerging Asia-Pacific	1	CNM67	6478.864946	7029.568467	7627.081787	8389.789965	9312.666861	10448.81222	11702.66968	13341.04344	15288.83578	17582.16115	20430.47126	23707.51885	26670.9587	29996.82725	34106.39259	37152.09344	40052.12185	43161.19086	13339.61601	14467.33656	15347.05043	16205.83209	17256.0373	19473.86956	22613.1973	26267.40725	31649.79189	38215.59782	46319.97025	60548.88478	70664.87902	79028.60544	88719.56622	97412.61911	105724.5639	116216.1986	5466.290735	5465.662688	5463.094982	5461.058606	5459.457433	5458.37729	5447.85229	5459.325822	5476.565129	5490.948711	5504.282773	5539.355067	5565.737161	5591.2	5600.2	5614	5647.35003	5662.54648
Xianyang, Shaanxi	China	Emerging Asia-Pacific	1	CNM99	4234.294717	4615.381241	5169.22699	5851.564953	6723.448131	7570.602596	8524.498523	9649.732328	11193.6895	12783.19341	14636.75645	16715.17587	19138.87637	22625.97965	25092.21143	27275.23382	29322.75377	31501.84743	8135.035007	8586.496102	9344.965907	10680.97932	12082.45894	14538.40158	16996.80197	19656.66137	24136.25771	27784.83111	33083.15505	38657.43738	44446.43406	52257.2279	58896.12645	60892.74346	64474.79251	70538.59179	5022.808517	5043.201199	5051.391634	5061.694704	5070.40002	5078.474204	5086.806603	5092.202123	5098.950951	5100.214744	5099.08926	5012.680351	4928.481811	4942.607069	4956.81313	4972.570428	5001.724102	5016.676091
Xinxiang, Henan	China	Emerging Asia-Pacific	1	CNMA2	4756.417405	5184.494971	5702.944468	6472.841972	7417.8769	8478.633296	9726.688117	11341.31834	12921.16399	14523.38833	16643.80302	19090.44206	21266.75246	23187.14021	25343.54425	26889.50045	29126.3341	31042.94072	10061.77846	11084.33614	12371.66167	14075.68344	16468.27719	19269.81966	22480.1795	26074.53127	29974.89069	31567.22103	35831.15149	42290.77367	45748.75607	49603.59869	54383.95294	58333.24844	63503.21001	68976.13482	5623.355262	5635.393076	5645.902173	5655.327238	5664.158663	5672.809049	5681.253653	5689.220299	5696.642515	5703.446529	5709.694144	5687.241114	5686.104673	5678.401444	5702.751465	5726.266249	5758.608337	5757.410517
Xuchang, Henan	China	Emerging Asia-Pacific	1	CNM92	5510.039122	6099.613308	6752.271932	7616.562739	8728.580899	9906.939321	11388.02675	13073.45471	14714.17327	16553.44493	18804.71344	21663.02989	24305.91953	26590.67597	29063.60883	31679.33363	34339.5693	36668.31766	10771.66833	12078.33049	13553.49656	15287.53004	18410.84267	21445.92328	25242.89795	28604.83945	33530.85907	35979.63803	39641.79087	45111.18077	48471.74165	52734.42053	56455.37073	61979.23334	67402.93728	73473.57057	4288.763395	4293.306324	4296.688488	4299.251662	4301.37085	4303.360438	4305.202058	4306.690109	4307.77541	4308.403462	4308.622295	4296.260468	4300.001995	4298.789826	4314.515995	4340.679834	4364.532362	4363.485983
Xuzhou, Jiangsu	China	Emerging Asia-Pacific	1	CNM37	11298.56431	12541.40638	13908.41968	15646.97214	17837.54824	20388.31763	23466.9536	27057.3975	30710.14616	34994.21155	39896.90059	45282.98217	51260.33581	56611.91487	62556.16593	68499.0017	73885.35496	78898.48819	22992.8905	25569.56032	28518.64318	32384.22764	36208.56374	42930.47998	50186.19033	56171.23415	63370.30534	76061.45246	88583.89053	100846.6616	113443.7986	124587.7227	140735.3014	152681.634	165742.7558	180041.5919	8891.11565	8890.478701	8836.094443	8779.696932	8724.253372	8685.97792	8684.452819	8680.935958	8650.40668	8612.711583	8580.764344	8577.042563	8564.1	8591	8610.83689	8651.454515	8673.029404	8701.522691
Yancheng, Jiangsu	China	Emerging Asia-Pacific	1	CNM57	9138.292593	10052.12185	11218.16799	12687.74799	14464.03271	16532.38939	19012.2478	21864.08497	24750.14418	28066.6635	31875.30974	35955.34939	40521.67876	45137.09797	50057.04165	55313.03102	59666.93277	63760.20487	19273.67074	21258.40847	23985.96289	27025.59354	29784.11162	34092.45907	39651.30242	45082.997	50618.32427	61004.12318	70243.13716	78682.34487	88120.39997	97615.24455	108746.3586	117945.0267	127875.2858	138940.6211	7926.17446	7889.645986	7804.865501	7717.966249	7631.558233	7559.729016	7519.188378	7476.043914	7408.863255	7334.908754	7265.196706	7244.698413	7216.3	7219.8	7238.196394	7243.908544	7267.426094	7296.564125
Yangzhou, Jiangsu	China	Emerging Asia-Pacific	1	CNM51	8800.882661	9513.754157	10550.75336	11964.55431	13723.34379	15795.56871	18196.49515	21053.34489	23874.4931	27173.94805	30839.71364	34602.15871	38650.61128	42851.93272	47565.64532	52464.90679	56488.99735	60204.20122	16425.70722	17604.9297	19642.34896	22669.08185	26586.84336	32379.84847	38354.0683	43876.04075	49672.1077	59063.76701	67133.49885	74693.22784	82852.92969	91338.15319	104852.2522	113251.0463	122602.4321	133237.7134	4576.792065	4580.66286	4556.906125	4532.150879	4507.928626	4492.628606	4496.418222	4499.27926	4488.230175	4473.537447	4461.906421	4466.9319	4467.2	4470	4477.9	4483.6	4494.666899	4509.374863
Yantai, Shandong	China	Emerging Asia-Pacific	1	CNM32	14999.32111	16649.24643	18996.79018	22302.23167	26205.12221	30817.22372	36056.15175	42041.47295	47746.50082	54192.27844	61833.3897	69315.22985	76461.63005	81278.71274	88634.43624	96053.13856	103094.9224	110446.8752	32520.06239	36269.68995	41662.26208	48878.85043	58202.09377	71276.77574	84507.95732	96317.17693	108424.6741	117789.2922	131240.7689	139326.0667	149151.5984	157674.9512	170169.1888	181463.6711	193149.6499	211016.6502	6609.532518	6663.752818	6689.637616	6716.942079	6753.019376	6798.587117	6838.933054	6877.003758	6909.303646	6943.623078	6974.456473	6980.351366	6984.640151	6989.292819	7042.608512	7096.077933	7163.074462	7190.446536
Yichang, Hubei	China	Emerging Asia-Pacific	1	CNM66	6341.502237	6924.920443	7527.388521	8242.490431	9684.926256	10943.96667	12279.1306	14121.00019	16182.66622	18626.24882	21569.19613	25041.83671	28197.10814	31670.99186	34774.74906	37869.70173	40930.59166	44222.98009	11132.01175	12036.71942	13078.93689	14411.18397	16527.62013	19709.34109	23351.85141	27454.69715	32410.68009	40484.96813	46596.99816	60789.38462	70860.60861	79142.07561	88803.20374	97798.37496	106371.4317	117318.6225	4008.205363	4010.406986	4011.178221	4012.331742	4013.797675	4015.639813	4010.52239	4021.594467	4036.92217	4050.154498	4062.620452	4079.082962	4089.062639	4098.3	4104.5	4115	4137.12526	4145.966647
Yueyang, Hunan	China	Emerging Asia-Pacific	1	CNM76	6479.587966	7166.42429	7918.898841	8774.139916	9835.810845	11065.2872	12437.38281	14327.865	16333.7661	18623.76011	21376.35185	24411.79382	27394.91502	30328.91042	33149.49909	36033.50551	38828.60864	41657.80215	12340.303	13803.99209	15439.35174	16786.8771	19180.31177	22491.18143	25763.25768	30050.62058	34910.56091	40479.5588	46348.27528	53934.71352	62133.83668	68405.38174	75672.67959	81575.99604	87654.51782	95768.38649	4988.240008	5030.98583	5072.981094	5115.557658	5159.179068	5201.919183	5253.869259	5303.635394	5363.773878	5425.191967	5476.103837	5491.594404	5521.870349	5559	5595.1	5629.2	5658.432169	5678.456226
Yulin, Shaanxi	China	Emerging Asia-Pacific	1	CNM73	4550.437775	5196.599939	5856.568132	6881.467555	8113.250247	9735.900296	11391.00335	13680.59502	16827.13187	19065.14041	22554.06111	25937.17028	29049.63071	30972.71626	33760.26072	35211.95194	38079.33052	41141.31511	3701.43057	4423.297944	5085.404251	6217.169556	7772.505186	11334.27598	15435.55391	22551.78922	31832.91021	41438.91824	52896.67311	65080.33319	75399.95351	79963.89177	82803.41638	85323.25751	90518.35402	100059.6949	3225.903471	3246.688812	3259.680513	3274.082162	3287.497937	3300.548856	3313.811529	3325.200917	3337.51166	3346.263539	3353.467025	3354.262478	3356.819501	3370.577598	3383.908964	3401.216572	3420.968589	3430.952873
Zaozhuang, Shandong	China	Emerging Asia-Pacific	1	CNMA1	5073.121465	5631.164826	6368.847418	7394.231852	8666.039731	10173.93064	11842.45527	13749.09057	15550.22143	17509.54933	19715.75255	21854.9117	24193.38725	26007.8913	28340.79914	30344.49364	32550.51487	34873.82966	9198.987235	10250.33278	11730.036	14232.84411	17961.36358	22434.31918	26697.47045	30956.29908	34502.96478	38057.77285	41008.86339	44338.57152	48096.94631	51416.3128	56140.05741	59776.8672	63528.99995	69421.77339	3531.614454	3561.140955	3575.53304	3590.689911	3610.543365	3635.479384	3657.631926	3678.575852	3696.440499	3715.39289	3732.487177	3755.632214	3778.115188	3800.996095	3852.952451	3923.324479	3961.012882	3977.031545
Zhangzhou, Fujian	China	Emerging Asia-Pacific	1	CNM77	6235.478857	6921.381531	7516.620342	8343.44858	9311.288615	10344.84165	11637.94686	13395.27683	15221.05307	17245.45312	19820.19928	22741.69665	25613.97294	28385.40481	31592.95555	35068.18066	38287.66301	41523.24697	18189.78379	20031.52976	20978.52518	23351.54736	25805.15487	22263.14286	25186.04234	28591.31633	31639.05737	37483.74816	43076.93697	50206.54023	56990.63915	62796.47243	71052.76961	78139.7966	85918.45173	94717.23907	4581.950858	4614.509547	4641.540312	4663.069508	4685.796762	4709.714503	4732.155089	4754.452407	4776.605741	4798.614374	4814.648111	4853.052237	4892.808311	4930	4986.324022	5035.008126	5085.630575	5120.912196
Zhanjiang, Guangdong	China	Emerging Asia-Pacific	1	CNM85	6690.638457	7245.961448	7876.360094	8671.872464	9625.778435	10905.72555	12312.56414	13916.89125	15308.58038	16931.2899	19335.53306	21849.15236	23946.67099	26518.54345	29170.39779	31649.88161	33750.64555	35709.15591	14604.59927	15577.63616	16755.91434	18727.35573	21024.69729	23307.03526	27056.79891	29849.80591	33105.26683	36800.90062	42308.78675	48272.03569	52534.61349	57858.83468	64046.21328	69118.28587	74709.26035	80154.01708	6161.542987	6368.896242	6427.182749	6499.824883	6778.842034	6914.755479	6949.39267	7007.622454	7026.255025	6997.358186	7000.795618	7069.2	7119.13211	7167.1	7212.406725	7241.393325	7341.81607	7405.671382
Zhaoqing, Guangdong	China	Emerging Asia-Pacific	1	CNMA4	4218.304301	4564.205254	5034.318395	5608.230692	6348.517143	7347.894808	8413.339555	9700.580506	11078.06294	12617.91369	14826.04858	16999.5473	18869.49751	21420.65357	23562.71893	25494.86188	27499.75127	29438.07292	10695.60905	11488.12859	12592.30213	13168.87155	14760.43667	15960.00211	18126.34866	19836.06733	22600.9053	27425.58839	32697.42379	37602.02077	41302.61574	46625.84924	52305.4896	56776.46701	61786.14005	67254.86785	3423.573499	3530.860439	3555.243543	3587.473958	3733.24948	3799.781918	3821.546069	3856.395774	3869.564168	3872.542904	3919.806081	3951.4	3987.863585	4022.1	4035.803763	4059.596258	4117.054959	4154.101111
Zhengzhou, Henan	China	Emerging Asia-Pacific	1	CNM33	15204.91229	16862.24773	18717.09498	21487.22503	24860.71936	28838.43446	33443.93245	38761.51771	43482.67056	48439.69501	54736.85536	62290.5414	69889.98745	78102.06097	85443.6547	93988.02017	102003.392	108677.7142	27282.9145	30663.85931	34685.87943	40937.59546	49168.43717	58810.67979	70723.67641	83161.89142	94833.19026	105285.8	121666.1422	141399.4194	156746.9233	174190.7597	192139.2069	209313.1576	229477.7686	249487.8411	6922.567649	7098.795717	7272.962952	7445.525376	7617.051931	7788.06074	7958.503891	8127.977338	8296.346615	8463.459449	8629.36078	8796.670459	8996.966992	9187.413605	9368.0926	9407.226034	9462.252503	9461.242526
Zhenjiang, Jiangsu	China	Emerging Asia-Pacific	1	CNM64	7662.235027	8505.08088	9542.700748	10878.67885	12477.84464	14349.52134	16530.64858	19092.89911	21536.7902	24480.86942	27736.82505	31148.45454	35135.45672	39102.24978	43364.39501	47527.37693	51214.52054	54600.85291	16712.59393	18613.12292	20960.31894	23812.02811	26432.50042	30874.95255	35880.1582	40357.67309	44457.97135	53210.24259	59851.27817	65632.03469	74293.07866	82217.5667	92240.27544	99610.70426	108038.6302	117504.3628	2837.563722	2872.625402	2890.865137	2908.780092	2927.351732	2952.114533	2990.050865	3028.163739	3057.611972	3085.151521	3115.390018	3136.708103	3154.8	3165.4	3171.4	3176.5	3185.224807	3196.58083
Zhongshan, Guangdong	China	Emerging Asia-Pacific	1	CNM31	6050.7025	7024.865603	8183.968427	9706.186555	11523.18468	13935.21835	16276.33503	18831.71963	20809.0502	22931.57332	26119.06201	29540.65913	32790.13163	35449.41131	38285.36422	41508.99188	44822.98841	48002.27299	14317.31507	16531.83852	19039.94004	22622.30306	26314.96338	31208.81048	36485.76178	41407.64999	44469.96875	49842.7796	55726.57345	62268.16043	68944.54865	74119.05437	80037.14073	86826.57623	94771.34189	103655.8675	2398.686362	2446.558887	2436.080547	2430.655414	2500.912493	2516.580266	2628.402111	2753.207257	2866.437962	2992.222287	3123.936121	3142.3	3159.407782	3173.9	3192.702977	3209.597042	3255.819965	3285.826995
Zhoukou, Henan	China	Emerging Asia-Pacific	1	CNM98	6633.790927	7343.606557	8041.24918	7767.846707	8863.113093	9944.412891	11162.60347	12535.6037	14076.22939	15596.46216	17327.66947	19268.36845	21310.8155	24232.52831	26437.68838	28764.20496	30906.62638	32758.36151	12625.05503	13826.44838	15455.54704	14986.6841	18628.53486	21091.74068	23809.65092	26708.60289	31070.75913	33899.59405	36986.23743	39964.71155	44476.09006	50298.74394	56473.18992	60123.71237	64921.1373	69870.23669	10130.25867	10017.85142	9902.838892	9786.098099	9668.541333	9550.903404	9433.154246	9314.860848	9195.947195	9076.331448	8956.150811	8877.867629	8832.856604	8777.528993	8788.828878	8812.745575	8855.546818	8848.252914
Zhuhai, Guangdong	China	Emerging Asia-Pacific	1	CNM47	5062.169669	5674.692199	6372.67934	7487.898224	8521.228179	9633.664122	11213.58504	13086.25374	14264.01658	15205.44167	17166.94365	19106.80828	20444.28486	22601.15691	24951.67723	27446.84495	29333.32837	31232.4492	12907.77812	14353.23453	16056.59682	18563.2033	20569.20386	23602.89183	26377.59735	29963.66829	31318.60031	33049.69386	36393.03636	39892.02211	42471.90941	46686.23559	52933.47982	56971.26714	61719.17675	67037.72822	1253.923876	1306.644455	1329.131002	1354.710545	1423.781607	1463.370855	1486.545466	1515.415151	1536.357882	1555.798173	1563.862174	1567.6	1584.811016	1590.3	1614.201505	1634.098494	1657.241878	1672.669088
Zhuzhou, Hunan	China	Emerging Asia-Pacific	1	CNM89	5241.407532	5802.238138	6388.26419	7097.361515	7977.434342	8926.749029	10024.73916	11558.52425	13107.3665	15004.00243	17314.61881	19755.98006	22134.60006	24498.57535	27070.92576	29642.6637	31860.64806	34102.47227	10483.76737	11650.76218	12968.40607	14227.60477	16143.15506	18561.04583	21260.84785	25124.17186	28713.90004	32611.85686	38407.20995	44416.37193	49741.30084	54753.00998	61268.59695	65547.93339	70039.9143	76517.37022	3565.255374	3590.341027	3614.856103	3639.751173	3665.354247	3690.296158	3721.728611	3751.564335	3788.679821	3826.631099	3857.113972	3874.267497	3901.917179	3934.5	3960.9	4000.5	4026.383518	4046.006605
